trade_num,entry_time,signal_price,limit_price,filled,winner,actual_entry,exit_price,result,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,profit_after_fees_dollar,running_balance
1,2025-11-07 06:30:00,3355.49,3354.3155785,YES,LOSS,3354.3155785,3349.6739285714284,STOP,-0.138378450683736,0.02,0.05,0.0699999999999999,-0.208378450683736,-20.837845068373603,9979.162154931626
2,2025-11-07 07:25:00,3340.99,3339.8206535,YES,LOSS,3339.8206535,3331.2292857142857,STOP,-0.2572403933340214,0.02,0.05,0.0699999999999999,-0.3272403933340214,-32.65584948723806,9946.506305444387
3,2025-11-07 14:36:00,3207.33,3206.2074345,YES,WIN,3206.2074345,3241.7871428571425,TP,1.1097132385849815,0.02,0.05,0.0699999999999999,1.0397132385849817,103.41514283439524,10049.921448278785
4,2025-11-07 22:13:00,3456.16,3454.950344,YES,LOSS,3454.950344,3448.3707142857143,STOP,-0.1904406448478207,0.02,0.05,0.0699999999999999,-0.2604406448478207,-26.17408022659671,10023.747368052189
5,2025-11-08 13:06:00,3394.56,3393.371904,YES,WIN,3393.371904,3407.181428571428,TP,0.4069558233552235,0.02,0.05,0.0699999999999999,0.3369558233552235,33.7756004750678,10057.522968527255
6,2025-11-08 15:12:00,3393.49,3392.3022785,YES,LOSS,3392.3022785,3387.520357142857,STOP,-0.1409638930896615,0.02,0.05,0.0699999999999999,-0.2109638930896615,-21.21774200279199,10036.305226524462
7,2025-11-08 19:18:00,3392.45,3391.2626425,YES,LOSS,3391.2626425,3386.6964285714284,STOP,-0.1346464255332714,0.02,0.05,0.0699999999999999,-0.2046464255332714,-20.538939901691208,10015.766286622773
8,2025-11-09 01:32:00,3380.1,3378.916965,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10015.766286622773
9,2025-11-09 03:24:00,3362.48,3361.303132,YES,WIN,3361.303132,3377.894285714285,TP,0.4935929031908913,0.02,0.05,0.0699999999999999,0.4235929031908912,42.42607519031992,10058.192361813091
10,2025-11-09 17:20:00,3510.62,3509.391283,YES,WIN,3509.391283,3524.7807142857137,TP,0.4385213857532035,0.02,0.05,0.0699999999999999,0.3685213857532035,37.06658987347647,10095.258951686568
11,2025-11-10 14:03:00,3604.29,3603.0284985,YES,LOSS,3603.0284985,3597.306071428572,STOP,-0.1588226980111472,0.02,0.05,0.0699999999999999,-0.2288226980111472,-23.100243904461063,10072.158707782108
12,2025-11-11 04:11:00,3588.93,3587.6738745,YES,LOSS,3587.6738745,3578.921071428571,STOP,-0.2439687490449139,0.02,0.05,0.0699999999999999,-0.3139687490449139,-31.62343069664185,10040.535277085466
13,2025-11-11 07:38:00,3548.59,3547.3479935000005,YES,WIN,3547.3479935000005,3566.825714285714,TP,0.5490783769002588,0.02,0.05,0.0699999999999999,0.4790783769002588,48.10203343755895,10088.637310523023
14,2025-11-11 09:44:00,3565.79,3564.5419735,YES,LOSS,3564.5419735,3558.341785714286,STOP,-0.1739406586262269,0.02,0.05,0.0699999999999999,-0.2439406586262268,-24.61028830170113,10064.027022221324
15,2025-11-11 10:34:00,3551.41,3550.1670065,YES,WIN,3550.1670065,3566.3564285714283,TP,0.4560186053722893,0.02,0.05,0.0699999999999999,0.3860186053722893,38.84901675546909,10102.876038976792
16,2025-11-11 11:50:00,3568.39,3567.1410635,YES,WIN,3567.1410635,3580.9364285714287,TP,0.3867344976229442,0.02,0.05,0.0699999999999999,0.3167344976229442,31.999293667521957,10134.875332644317
17,2025-11-12 02:20:00,3437.68,3436.476812,YES,LOSS,3436.476812,3428.255,STOP,-0.2392511996964341,0.02,0.05,0.0699999999999999,-0.3092511996964341,-31.34222355394051,10103.533109090376
18,2025-11-12 06:40:00,3446.16,3444.953844,YES,LOSS,3444.953844,3441.41,STOP,-0.1028705799984083,0.02,0.05,0.0699999999999999,-0.1728705799984083,-17.466036286015747,10086.06707280436
19,2025-11-12 14:48:00,3501.24,3500.014566,YES,LOSS,3500.014566,3480.279285714286,STOP,-0.5638628043845118,0.02,0.05,0.0699999999999999,-0.6338628043845117,-63.93182759978054,10022.135245204578
20,2025-11-12 19:28:00,3381.88,3380.696342,YES,WIN,3380.696342,3406.7407142857146,TP,0.7703848453394877,0.02,0.05,0.0699999999999999,0.7003848453394877,70.19351643684037,10092.328761641418
21,2025-11-13 00:21:00,3408.19,3406.9971335,YES,WIN,3406.9971335,3424.454285714285,TP,0.5123911623709351,0.02,0.05,0.0699999999999999,0.442391162370935,44.64757051892167,10136.97633216034
22,2025-11-13 03:10:00,3410.5,3409.306325,YES,LOSS,3409.306325,3401.3250000000003,STOP,-0.2341040739423654,0.02,0.05,0.0699999999999999,-0.3041040739423654,-30.826958000672963,10106.149374159668
23,2025-11-13 03:15:00,3379.06,3377.877329,YES,WIN,3377.877329,3413.499285714285,TP,1.0545663221236907,0.02,0.05,0.0699999999999999,0.9845663221236908,99.50174320149024,10205.651117361158
24,2025-11-13 14:35:00,3412.58,3411.385597,YES,WIN,3411.385597,3443.1371428571424,TP,0.9307521813149768,0.02,0.05,0.0699999999999999,0.8607521813149769,87.84536461008248,10293.49648197124
25,2025-11-13 19:55:00,3180.53,3179.4168145000003,YES,LOSS,3179.4168145000003,3161.169285714286,STOP,-0.5739269133413009,0.02,0.05,0.0699999999999999,-0.6439269133413008,-66.2825941712528,10227.213887799988
26,2025-11-14 04:32:00,3192.55,3191.4326075000004,YES,LOSS,3191.4326075000004,3180.3625,STOP,-0.3468695367085289,0.02,0.05,0.0699999999999999,-0.4168695367085289,-42.63413915226214,10184.579748647726
27,2025-11-14 04:38:00,3134.23,3133.1330195,YES,WIN,3133.1330195,3183.4121428571425,TP,1.604755465031811,0.02,0.05,0.0699999999999999,1.534755465031811,156.30839428289406,10340.88814293062
28,2025-11-14 12:34:00,3091.75,3090.6678875,YES,WIN,3090.6678875,3134.510714285714,TP,1.4185550949370291,0.02,0.05,0.0699999999999999,1.348555094937029,139.45257391323003,10480.34071684385
29,2025-11-14 17:47:00,3191.43,3190.3129995,YES,LOSS,3190.3129995,3177.771071428572,STOP,-0.3931253163371055,0.02,0.05,0.0699999999999999,-0.4631253163371056,-48.537111098089554,10431.80360574576
30,2025-11-14 22:14:00,3144.7,3143.599355,YES,WIN,3143.599355,3169.274999999999,TP,0.8167594562952616,0.02,0.05,0.0699999999999999,0.7467594562952616,77.90047988805654,10509.704085633815
31,2025-11-15 05:12:00,3161.42,3160.3135030000003,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10509.704085633815
32,2025-11-15 08:22:00,3159.95,3158.8440175,YES,LOSS,3158.8440175,3153.6142857142854,STOP,-0.1655584054401523,0.02,0.05,0.0699999999999999,-0.2355584054401523,-24.75649136059757,10484.94759427322
33,2025-11-15 12:43:00,3156.53,3155.4252145000005,YES,WIN,3155.4252145000005,3167.812142857143,TP,0.3925597190585088,0.02,0.05,0.0699999999999999,0.3225597190585088,33.82021750351957,10518.76781177674
34,2025-11-15 16:06:00,3176.41,3175.2982565,YES,LOSS,3175.2982565,3169.452857142857,STOP,-0.1840897731473599,0.02,0.05,0.0699999999999999,-0.2540897731473599,-26.72711327084103,10492.040698505898
35,2025-11-15 16:07:00,3165.09,3163.9822185000003,YES,WIN,3163.9822185000003,3182.8078571428573,TP,0.5949982440730025,0.02,0.05,0.0699999999999999,0.5249982440730026,55.08302943458076,10547.12372794048
36,2025-11-15 20:16:00,3189.62,3188.503633,YES,LOSS,3188.503633,3184.464642857143,STOP,-0.1266735311528064,0.02,0.05,0.0699999999999999,-0.1966735311528064,-20.743400670796056,10526.380327269684
37,2025-11-16 01:00:00,3138.46,3137.361539,YES,WIN,3137.361539,3153.820714285714,TP,0.5246183801615757,0.02,0.05,0.0699999999999999,0.4546183801615757,47.85485973348021,10574.235187003163
38,2025-11-16 01:33:00,3140.68,3139.580762,YES,WIN,3139.580762,3159.908571428571,TP,0.6474689128755424,0.02,0.05,0.0699999999999999,0.5774689128755425,61.062920979290254,10635.298107982451
39,2025-11-16 06:57:00,3202.35,3201.2291775,YES,WIN,3201.2291775,3212.4178571428565,TP,0.3495119850055359,0.02,0.05,0.0699999999999999,0.2795119850055359,29.72693285287796,10665.025040835331
40,2025-11-16 11:06:00,3228.4,3227.2700600000003,YES,LOSS,3227.2700600000003,3224.0017857142857,STOP,-0.1012705545229331,0.02,0.05,0.0699999999999999,-0.1712705545229331,-18.266047527448343,10646.758993307883
41,2025-11-16 11:10:00,3215.26,3214.1346590000003,YES,LOSS,3214.1346590000003,3208.1332142857145,STOP,-0.1867203882538311,0.02,0.05,0.0699999999999999,-0.2567203882538311,-27.33240102406969,10619.426592283811
42,2025-11-16 15:54:00,3128.05,3126.9551825000003,YES,LOSS,3126.9551825000003,3113.071428571429,STOP,-0.4440023319256966,0.02,0.05,0.0699999999999999,-0.5140023319256966,-54.58410032147633,10564.842491962338
43,2025-11-16 17:55:00,3035.09,3034.0277185000004,YES,WIN,3034.0277185000004,3065.675714285714,TP,1.0431017354502012,0.02,0.05,0.0699999999999999,0.9731017354502012,102.8066656368658,10667.649157599204
44,2025-11-16 21:04:00,3080.32,3079.2418880000005,YES,LOSS,3079.2418880000005,3070.448571428572,STOP,-0.2855675809586959,0.02,0.05,0.0699999999999999,-0.3555675809586959,-37.93070205483619,10629.718455544367
45,2025-11-17 00:16:00,3082.65,3081.5710725000004,YES,WIN,3081.5710725000004,3116.985714285714,TP,1.1492398180186278,0.02,0.05,0.0699999999999999,1.0792398180186278,114.72015411550952,10744.438609659876
46,2025-11-17 06:10:00,3176.55,3175.4382075000003,YES,WIN,3175.4382075000003,3193.8749999999995,TP,0.5806062437761742,0.02,0.05,0.0699999999999999,0.5106062437761743,54.8617743996213,10799.3003840595
47,2025-11-17 09:01:00,3181.09,3179.9766185000003,YES,WIN,3179.9766185000003,3194.29,TP,0.4501096459869976,0.02,0.05,0.0699999999999999,0.3801096459869976,41.049182458921045,10840.34956651842
48,2025-11-17 12:36:00,3186.89,3185.7745885,YES,LOSS,3185.7745885,3181.2828571428568,STOP,-0.1409933826880727,0.02,0.05,0.0699999999999999,-0.2109933826880727,-22.87242024560905,10817.477146272811
49,2025-11-17 16:02:00,3093.05,3091.9674325,YES,LOSS,3091.9674325,3072.817857142857,STOP,-0.6193330225881356,0.02,0.05,0.0699999999999999,-0.6893330225881356,-74.56844218018317,10742.908704092628
50,2025-11-17 21:20:00,2987.37,2986.3244205,YES,WIN,2986.3244205,3016.998571428571,TP,1.027154006376673,0.02,0.05,0.0699999999999999,0.9571540063766734,102.82618106261094,10845.73488515524
51,2025-11-17 23:07:00,3016.39,3015.3342635,YES,WIN,3015.3342635,3032.407857142857,TP,0.5662255707279169,0.02,0.05,0.0699999999999999,0.4962255707279169,53.819309833498366,10899.554194988736
52,2025-11-18 03:30:00,2959.02,2957.984343,YES,WIN,2957.984343,2994.116428571428,TP,1.221510372660819,0.02,0.05,0.0699999999999999,1.151510372660819,125.50949712908272,11025.06369211782
53,2025-11-18 09:05:00,3049.45,3048.3826925,YES,LOSS,3048.3826925,3039.105357142857,STOP,-0.3043363085602112,0.02,0.05,0.0699999999999999,-0.3743363085602112,-41.27081644148598,10983.792875676334
54,2025-11-18 13:21:00,3038.0,3036.9367,YES,LOSS,3036.9367,3029.475,STOP,-0.2456982392817173,0.02,0.05,0.0699999999999999,-0.3156982392817173,-34.6756407148609,10949.117234961474
55,2025-11-18 21:32:00,3107.12,3106.032508,YES,LOSS,3106.032508,3098.4592857142857,STOP,-0.2438230207252732,0.02,0.05,0.0699999999999999,-0.3138230207252732,-34.36085044950761,10914.756384511966
56,2025-11-18 23:09:00,3113.9,3112.810135,YES,LOSS,3112.810135,3105.9714285714285,STOP,-0.2196955847604769,0.02,0.05,0.0699999999999999,-0.2896955847604769,-31.619567333293425,10883.136817178673
57,2025-11-19 04:59:00,3048.9,3047.8328850000003,YES,LOSS,3047.8328850000003,3039.096428571429,STOP,-0.2866448640136407,0.02,0.05,0.0699999999999999,-0.3566448640136407,-38.81414850204534,10844.322668676628
58,2025-11-19 05:26:00,3025.64,3024.581026,YES,LOSS,3024.581026,3012.8078571428573,STOP,-0.389249577245167,0.02,0.05,0.0699999999999999,-0.4592495772451671,-49.80250601099922,10794.520162665627
59,2025-11-20 06:43:00,3012.06,3011.005779,YES,WIN,3011.005779,3024.6064285714283,TP,0.4516978899969165,0.02,0.05,0.0699999999999999,0.3816978899969165,41.202455696186426,10835.722618361811
60,2025-11-20 09:46:00,3002.89,3001.8389885,YES,LOSS,3001.8389885,2995.165,STOP,-0.2223299958981186,0.02,0.05,0.0699999999999999,-0.2923299958981186,-31.676067485788604,10804.046550876024
61,2025-11-20 12:13:00,3015.45,3014.3945925,YES,WIN,3014.3945925,3030.089285714285,TP,0.5206582195089661,0.02,0.05,0.0699999999999999,0.450658219508966,48.68932382109775,10852.735874697122
62,2025-11-20 18:50:00,2812.83,2811.8455095,YES,LOSS,2811.8455095,2800.512142857143,STOP,-0.40305794200167,0.02,0.05,0.0699999999999999,-0.47305794200167,-51.33972897971916,10801.396145717405
63,2025-11-20 19:02:00,2792.0,2791.0228,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10801.396145717405
64,2025-11-20 22:35:00,2886.48,2885.469732,YES,LOSS,2885.469732,2873.887142857144,STOP,-0.4014108695857998,0.02,0.05,0.0699999999999999,-0.4714108695857998,-50.91895549793348,10750.47719021947
65,2025-11-20 23:37:00,2839.84,2838.8460560000003,YES,WIN,2838.8460560000003,2864.468571428571,TP,0.9025679773799876,0.02,0.05,0.0699999999999999,0.8325679773799876,89.50503050130716,10839.982220720776
66,2025-11-21 04:32:00,2785.5,2784.525075,YES,WIN,2784.525075,2811.5214285714283,TP,0.9695137534873248,0.02,0.05,0.0699999999999999,0.8995137534873248,97.50713095096413,10937.48935167174
67,2025-11-21 05:37:00,2810.37,2809.3863705,YES,LOSS,2809.3863705,2800.911071428572,STOP,-0.3016779450638329,0.02,0.05,0.0699999999999999,-0.3716779450638329,-40.65223566386906,10896.837116007871
68,2025-11-21 07:33:00,2715.0,2714.04975,YES,LOSS,2714.04975,2693.633928571429,STOP,-0.7522272363861876,0.02,0.05,0.0699999999999999,-0.8222272363861876,-89.59676267245587,10807.240353335415
69,2025-11-21 07:34:00,2660.0,2659.069,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10807.240353335415
70,2025-11-21 22:23:00,2749.82,2748.8575630000005,YES,LOSS,2748.8575630000005,2741.4825,STOP,-0.2682955675575835,0.02,0.05,0.0699999999999999,-0.3382955675575835,-36.56041509062823,10770.679938244788
71,2025-11-22 02:06:00,2764.09,2763.1225685000004,YES,LOSS,2763.1225685000004,2757.222142857144,STOP,-0.2135419438182837,0.02,0.05,0.0699999999999999,-0.2835419438182837,-30.539395259345195,10740.140542985442
72,2025-11-22 10:17:00,2718.35,2717.3985775,YES,LOSS,2717.3985775,2711.9660714285715,STOP,-0.1999156883502355,0.02,0.05,0.0699999999999999,-0.2699156883502355,-28.989324276381875,10711.15121870906
73,2025-11-22 14:46:00,2733.71,2732.7532015,YES,WIN,2732.7532015,2751.4099999999994,TP,0.6827106995889193,0.02,0.05,0.0699999999999999,0.6127106995889193,65.62836956617934,10776.77958827524
74,2025-11-22 18:31:00,2745.39,2744.4291135,YES,WIN,2744.4291135,2754.543571428571,TP,0.3685450602027739,0.02,0.05,0.0699999999999999,0.2985450602027739,32.17354310973656,10808.953131384977
75,2025-11-23 07:03:00,2799.99,2799.0100035,YES,LOSS,2799.0100035,2794.097142857143,STOP,-0.1755213677948236,0.02,0.05,0.0699999999999999,-0.2455213677948236,-26.538289572477808,10782.4148418125
76,2025-11-23 14:50:00,2817.91,2816.9237315,YES,WIN,2816.9237315,2836.656428571428,TP,0.7005051947544357,0.02,0.05,0.0699999999999999,0.6305051947544358,67.98368569760109,10850.3985275101
77,2025-11-24 06:05:00,2848.35,2847.3530775,YES,LOSS,2847.3530775,2840.1267857142857,STOP,-0.2537898036887994,0.02,0.05,0.0699999999999999,-0.3237898036887994,-35.13248409167734,10815.266043418424
78,2025-11-24 19:42:00,2956.56,2955.525204,YES,WIN,2955.525204,2978.327857142857,TP,0.771526262472597,0.02,0.05,0.0699999999999999,0.7015262624725971,75.8719316508612,10891.137975069283
79,2025-11-25 03:33:00,2916.56,2915.539204,YES,LOSS,2915.539204,2910.429642857143,STOP,-0.1752526989123372,0.02,0.05,0.0699999999999999,-0.2452526989123372,-26.71080982612389,10864.427165243162
80,2025-11-25 05:27:00,2919.41,2918.3882065,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10864.427165243162
81,2025-11-25 07:49:00,2908.97,2907.9518605,YES,LOSS,2907.9518605,2901.998571428572,STOP,-0.204724471278025,0.02,0.05,0.0699999999999999,-0.274724471278025,-29.8472400871004,10834.579925156062
82,2025-11-25 13:35:00,2920.21,2919.1879265,YES,LOSS,2919.1879265,2911.36,STOP,-0.2681542503289776,0.02,0.05,0.0699999999999999,-0.3381542503289776,-36.63759252220539,10797.942332633856
83,2025-11-25 14:30:00,2901.25,2900.2345625000003,YES,LOSS,2900.2345625000003,2891.725,STOP,-0.2934094576359065,0.02,0.05,0.0699999999999999,-0.3634094576359065,-39.24074366686265,10758.701588966996
84,2025-11-25 14:43:00,2883.76,2882.7506840000005,YES,LOSS,2882.7506840000005,2864.9671428571432,STOP,-0.6168948720248504,0.02,0.05,0.0699999999999999,-0.6868948720248503,-73.90096951107037,10684.800619455924
85,2025-11-26 12:03:00,2904.96,2903.943264,YES,LOSS,2903.943264,2898.736785714286,STOP,-0.1792899451672683,0.02,0.05,0.0699999999999999,-0.2492899451672683,-26.636133605473624,10658.16448585045
86,2025-11-26 12:04:00,2897.45,2896.4358925,YES,WIN,2896.4358925,2912.9642857142853,TP,0.5706459189061851,0.02,0.05,0.0699999999999999,0.5006459189061852,53.35966552871867,10711.524151379168
87,2025-11-27 12:54:00,2996.73,2995.6811445000003,YES,LOSS,2995.6811445000003,2990.7478571428574,STOP,-0.1646799882624472,0.02,0.05,0.0699999999999999,-0.2346799882624471,-25.137803621185828,10686.386347757982
88,2025-11-28 01:10:00,3002.48,3001.429132,YES,LOSS,3001.429132,2996.1692857142857,STOP,-0.1752447269081315,0.02,0.05,0.0699999999999999,-0.2452447269081314,-26.207799014906907,10660.178548743075
89,2025-11-28 11:14:00,3034.38,3033.3179670000004,YES,LOSS,3033.3179670000004,3026.947857142857,STOP,-0.2100046855108755,0.02,0.05,0.0699999999999999,-0.2800046855108755,-29.848999420305866,10630.329549322769
90,2025-11-28 11:15:00,3022.89,3021.8319885,YES,WIN,3021.8319885,3042.7971428571427,TP,0.6937895434600082,0.02,0.05,0.0699999999999999,0.6237895434600083,66.31088416401485,10696.640433486784
91,2025-11-28 13:07:00,3029.03,3027.9698395000005,YES,WIN,3027.9698395000005,3037.88,TP,0.3272872923211168,0.02,0.05,0.0699999999999999,0.2572872923211168,27.52109654064392,10724.161530027428
92,2025-11-28 16:21:00,3041.72,3040.655398,YES,LOSS,3040.655398,3032.659285714285,STOP,-0.2629733146010005,0.02,0.05,0.0699999999999999,-0.3329733146010005,-35.7085961096977,10688.45293391773
93,2025-11-29 06:21:00,3016.23,3015.1743195,YES,LOSS,3015.1743195,3010.999642857143,STOP,-0.1384555651014281,0.02,0.05,0.0699999999999999,-0.2084555651014281,-22.280674963998383,10666.172258953731
94,2025-11-29 07:37:00,2998.64,2997.590476,YES,WIN,2997.590476,3009.0721428571424,TP,0.3830298684583391,0.02,0.05,0.0699999999999999,0.3130298684583391,33.38830499174272,10699.560563945472
95,2025-11-29 12:12:00,2996.42,2995.3712530000003,YES,LOSS,2995.3712530000003,2994.0807142857147,STOP,-0.04308443278919,0.02,0.05,0.0699999999999999,-0.1130844327891899,-12.099537374673597,10687.4610265708
96,2025-11-29 17:33:00,2980.58,2979.536797,YES,LOSS,2979.536797,2974.547857142857,STOP,-0.1674401155967037,0.02,0.05,0.0699999999999999,-0.2374401155967037,-25.37631981584236,10662.084706754957
97,2025-11-29 19:31:00,2993.97,2992.9221105,YES,LOSS,2992.9221105,2990.1467857142857,STOP,-0.0927296028178418,0.02,0.05,0.0699999999999999,-0.1627296028178418,-17.3503680954042,10644.734338659551
98,2025-11-29 22:13:00,2984.03,2982.9855895000005,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10644.734338659551
99,2025-11-30 02:37:00,2999.27,2998.2202555,YES,LOSS,2998.2202555,2996.2253571428573,STOP,-0.0665360843147894,0.02,0.05,0.0699999999999999,-0.1365360843147894,-14.533903451717547,10630.200435207837
100,2025-11-30 03:19:00,2979.11,2978.0673115000004,YES,WIN,2978.0673115000004,2990.3921428571425,TP,0.4138533507805201,0.02,0.05,0.0699999999999999,0.3438533507805201,36.552300391147575,10666.752735598982
101,2025-11-30 06:09:00,2988.39,2987.3440635,YES,WIN,2987.3440635,2993.911428571428,TP,0.2198395943630802,0.02,0.05,0.0699999999999999,0.1498395943630802,15.983019030734276,10682.735754629715
102,2025-11-30 14:38:00,3029.09,3028.0298185,YES,WIN,3028.0298185,3039.8507142857143,TP,0.390382410156379,0.02,0.05,0.0699999999999999,0.3203824101563789,34.225606281319926,10716.961360911037
103,2025-11-30 23:25:00,3011.31,3010.2560415000003,YES,LOSS,3010.2560415000003,3005.0475,STOP,-0.1730265275841698,0.02,0.05,0.0699999999999999,-0.2430265275841698,-26.04505905795929,10690.916301853078
104,2025-12-01 00:07:00,2955.57,2954.5355505,YES,LOSS,2954.5355505,2941.002142857144,STOP,-0.4580553326077237,0.02,0.05,0.0699999999999999,-0.5280553326077237,-56.45395363656363,10634.462348216515
105,2025-12-01 00:08:00,2925.0,2923.97625,YES,LOSS,2923.97625,2904.3250000000003,STOP,-0.6720728323289181,0.02,0.05,0.0699999999999999,-0.7420728323289181,-78.91545595036267,10555.546892266151
106,2025-12-01 02:38:00,2838.59,2837.5964935,YES,LOSS,2837.5964935,2828.668571428572,STOP,-0.3146297259627757,0.02,0.05,0.0699999999999999,-0.3846297259627757,-40.59977108559559,10514.947121180558
107,2025-12-01 12:02:00,2831.34,2830.349031,YES,LOSS,2830.349031,2826.7257142857147,STOP,-0.1280166041219764,0.02,0.05,0.0699999999999999,-0.1980166041219764,-20.821341214583256,10494.125779965974
108,2025-12-01 15:15:00,2790.74,2789.763241,YES,LOSS,2789.763241,2778.115,STOP,-0.4175351093888875,0.02,0.05,0.0699999999999999,-0.4875351093888875,-51.16254760076456,10442.96323236521
109,2025-12-02 05:06:00,2799.12,2798.140308,YES,WIN,2798.140308,2806.009285714285,TP,0.2812216989901186,0.02,0.05,0.0699999999999999,0.2112216989901186,22.057804364315206,10465.021036729524
110,2025-12-02 08:06:00,2801.02,2800.039643,YES,LOSS,2800.039643,2797.2092857142857,STOP,-0.1010827576241712,0.02,0.05,0.0699999999999999,-0.1710827576241712,-17.9038465755865,10447.117190153938
111,2025-12-03 14:01:00,3071.11,3070.0351115000003,YES,LOSS,3070.0351115000003,3062.592142857143,STOP,-0.2424392025673261,0.02,0.05,0.0699999999999999,-0.3124392025673261,-32.64088964019101,10414.476300513748
112,2025-12-03 14:02:00,3050.43,3049.3623495,YES,LOSS,3049.3623495,3038.3425,STOP,-0.3613820935975966,0.02,0.05,0.0699999999999999,-0.4313820935975966,-44.92618590238173,10369.550114611366
113,2025-12-04 14:51:00,3157.17,3156.0649905,YES,WIN,3156.0649905,3191.034285714285,TP,1.1080030138652182,0.02,0.05,0.0699999999999999,1.038003013865218,107.63624271393014,10477.186357325296
114,2025-12-04 23:00:00,3136.99,3135.8920535,YES,WIN,3135.8920535,3147.9078571428568,TP,0.3831701932930393,0.02,0.05,0.0699999999999999,0.3131701932930393,32.81142476690757,10509.997782092203
115,2025-12-05 08:04:00,3164.53,3163.4224145000003,YES,LOSS,3163.4224145000003,3159.087142857143,STOP,-0.1370437164188321,0.02,0.05,0.0699999999999999,-0.207043716418832,-21.76029000358052,10488.237492088623
116,2025-12-05 11:24:00,3126.6,3125.50569,YES,LOSS,3125.50569,3120.0910714285715,STOP,-0.1732397604890775,0.02,0.05,0.0699999999999999,-0.2432397604890775,-25.511563755282,10462.72592833334
117,2025-12-05 13:04:00,3116.13,3115.0393545,YES,WIN,3115.0393545,3127.676428571428,TP,0.4056794355799151,0.02,0.05,0.0699999999999999,0.3356794355799151,35.1212193425028,10497.847147675844
118,2025-12-05 19:00:00,2991.26,2990.213059,YES,WIN,2990.213059,3018.5314285714285,TP,0.9470351781855528,0.02,0.05,0.0699999999999999,0.8770351781855529,92.06981243726582,10589.91696011311
119,2025-12-05 23:00:00,3022.92,3021.8619780000004,YES,LOSS,3021.8619780000004,3018.430714285714,STOP,-0.113547995880246,0.02,0.05,0.0699999999999999,-0.183547995880246,-19.43758034566989,10570.47937976744
120,2025-12-06 02:05:00,3019.22,3018.163273,NO,SKIP,,,SKIPPED,0.0,0.0,0.0,0.0,0.0,0.0,10570.47937976744
121,2025-12-06 07:26:00,3033.37,3032.3083205,YES,LOSS,3032.3083205,3029.7092857142857,STOP,-0.0857114287535768,0.02,0.05,0.0699999999999999,-0.1557114287535768,-16.459444468338106,10554.019935299102
