entry_time,exit_time,entry_price,exit_price,pnl_pct,equity,exit_reason
2025-09-22 14:45:00,2025-09-25 12:15:00,0.030275,0.027853000000000003,7.98999999999999,1.0798999999999999,TP
2025-09-25 15:15:00,2025-10-01 08:45:00,0.028102,0.029226079999999998,-4.009999999999999,1.0365960099999998,SL
2025-10-01 21:30:00,2025-10-03 16:30:00,0.031181,0.032428240000000004,-4.010000000000012,0.9950285099989996,SL
2025-10-08 23:45:00,2025-10-09 14:30:00,0.032491,0.02989172,7.989999999999997,1.0745312879479196,TP
2025-10-11 01:00:00,2025-10-11 09:00:00,0.023861,0.02481544,-4.010000000000004,1.031442583301208,SL
2025-10-11 11:15:00,2025-10-11 19:15:00,0.023903,0.02199076,7.989999999999996,1.1138548457069744,TP
2025-10-12 08:45:00,2025-10-12 14:45:00,0.02194,0.0228176,-4.009999999999996,1.0691892663941247,SL
2025-10-12 23:00:00,2025-10-13 18:30:00,0.025738,0.026767520000000003,-4.0100000000000104,1.0263147768117202,SL
2025-10-14 00:30:00,2025-10-14 06:30:00,0.026312,0.02420704,7.989999999999998,1.1083173274789768,TP
2025-10-14 15:00:00,2025-10-14 16:15:00,0.023982,0.02494128,-4.01,1.0638738026470698,SL
2025-10-14 20:00:00,2025-10-16 09:30:00,0.024533,0.02257036,7.989999999999993,1.1488773194785704,TP
2025-10-16 13:45:00,2025-10-17 06:30:00,0.023273,0.02141116,7.99,1.2406726173049083,TP
2025-10-17 14:15:00,2025-10-17 16:00:00,0.020694,0.02152176,-4.010000000000002,1.1909216453509814,SL
2025-10-18 00:00:00,2025-10-19 10:15:00,0.021092,0.02193568,-4.009999999999998,1.143165687372407,SL
2025-10-19 21:30:00,2025-10-21 15:45:00,0.022425,0.023322000000000002,-4.010000000000009,1.0973247433087734,SL
2025-10-21 20:00:00,2025-10-22 09:45:00,0.022635,0.0208242,7.98999999999999,1.1850009902991443,TP
2025-10-22 14:15:00,2025-10-25 18:15:00,0.020805,0.021637200000000002,-4.010000000000008,1.1374824505881487,SL
2025-10-25 21:45:00,2025-10-26 12:00:00,0.021433,0.022290320000000002,-4.010000000000008,1.0918694043195638,SL
2025-10-26 17:45:00,2025-10-27 01:45:00,0.02196,0.022838400000000002,-4.010000000000007,1.0480854412063492,SL
2025-10-27 07:45:00,2025-10-28 19:45:00,0.02266,0.0208472,7.989999999999998,1.1318274679587366,TP
2025-10-29 03:00:00,2025-10-29 17:45:00,0.020571,0.02139384,-4.01000000000001,1.086441186493591,SL
2025-10-30 09:00:00,2025-10-30 15:15:00,0.020522,0.01888024,7.989999999999996,1.1732478372944288,TP
2025-10-31 06:30:00,2025-11-02 19:15:00,0.018716,0.01721872,7.99,1.2669903394942539,TP
2025-11-02 22:30:00,2025-11-03 15:15:00,0.017297,0.015913240000000002,7.989999999999988,1.3682228676198447,TP
2025-11-04 04:30:00,2025-11-04 17:00:00,0.015398,0.01416616,7.989999999999997,1.4775438747426701,TP
2025-11-05 01:00:00,2025-11-05 03:00:00,0.014093,0.01465672,-4.010000000000002,1.418294365365489,SL
2025-11-05 08:15:00,2025-11-05 13:00:00,0.014504,0.01508416,-4.009999999999998,1.3614207613143328,SL
2025-11-05 21:00:00,2025-11-07 11:15:00,0.015231,0.01401252,7.989999999999994,1.4701982801433477,TP
2025-11-08 00:45:00,2025-11-08 02:30:00,0.015614,0.01623856,-4.009999999999998,1.4112433291095994,SL
2025-11-08 04:00:00,2025-11-08 14:15:00,0.015829,0.01456268,7.989999999999997,1.5240016711054563,TP
2025-11-08 19:15:00,2025-11-09 14:15:00,0.014601,0.01518504,-4.010000000000007,1.4628892040941275,SL
2025-11-09 22:30:00,2025-11-10 00:45:00,0.015174,0.01578096,-4.010000000000001,1.4042273470099529,SL
2025-11-10 07:45:00,2025-11-10 13:30:00,0.015817,0.01644968,-4.010000000000001,1.3479178303948538,SL
2025-11-10 14:45:00,2025-11-10 22:45:00,0.015778,0.01640912,-4.009999999999994,1.2938663253960203,SL
2025-11-11 00:30:00,2025-11-11 01:15:00,0.015887,0.01652248,-4.010000000000005,1.24198228574764,SL
2025-11-11 01:45:00,2025-11-11 20:30:00,0.016042,0.014758640000000002,7.989999999999993,1.3412166703788762,TP
2025-11-12 04:30:00,2025-11-12 10:15:00,0.014689,0.015276560000000002,-4.010000000000006,1.2874338818966833,SL
2025-11-12 15:00:00,2025-11-13 17:00:00,0.015107,0.013898440000000001,7.989999999999994,1.390299849060228,TP
2025-11-14 00:45:00,2025-11-16 16:30:00,0.013418,0.01234456,7.990000000000001,1.5013848070001403,TP
2025-11-17 13:00:00,2025-11-19 15:45:00,0.01271,0.0116932,7.989999999999998,1.6213454530794515,TP
2025-11-20 10:00:00,2025-11-20 13:00:00,0.012299,0.012790959999999999,-4.009999999999998,1.5563295004109654,SL
2025-11-20 15:45:00,2025-11-20 18:45:00,0.012297,0.01131324,7.990000000000001,1.6806802274938017,TP
2025-11-20 23:30:00,2025-11-21 07:30:00,0.01156,0.010635200000000001,7.989999999999998,1.8149665776705566,TP
2025-11-21 15:30:00,2025-11-21 17:00:00,0.01032,0.010732799999999999,-4.009999999999997,1.7421864179059672,SL
2025-11-21 20:15:00,2025-11-24 17:30:00,0.010362,0.01077648,-4.010000000000001,1.672324742547938,SL
2025-11-25 01:45:00,2025-11-25 07:00:00,0.011081,0.011524240000000002,-4.01000000000001,1.6052645203717655,SL
2025-11-25 08:45:00,2025-11-26 21:30:00,0.011171,0.01161784,-4.010000000000004,1.5408934131048577,SL
2025-11-27 01:15:00,2025-11-28 15:15:00,0.011513,0.011973520000000001,-4.010000000000007,1.479103587239353,SL
2025-11-29 22:45:00,2025-12-01 00:30:00,0.010816,0.00995072,7.989999999999996,1.5972839638597771,TP
2025-12-01 12:15:00,2025-12-02 13:15:00,0.009758,0.010148319999999999,-4.009999999999996,1.5332328769090002,SL
